docName	sentence
Ashley_Tisdale	Some of her songs are `` Be Good to Me '' , `` Headstrong '' , `` Not that Girl '' and `` Over It '' .
Ashley_Tisdale	Her newest album is Guilty Pleasure .
Ashley_Tisdale	The songs on it include `` It 's Alright It 's Ok '' , `` Hot Mess '' , `` Hair '' and `` Crank it up '' .
Ashley_Tisdale	Her original hair color is brown but she changed it for the series The Suite Life of Zack and Cody ( source ? )
Ashley_Tisdale	.
Ashley_Tisdale	She also lends her voice to the animated series Phineas and Ferb .
Ashley_Tisdale	She has earned up to 2.5 million dollar due to the High School Musical movies .
Ashley_Tisdale	Ashley worked on series Suite Life of Zack and Cody for three years .
Ashley_Tisdale	She also did one episode of Suite Life On Deck .
Ashley_Tisdale	Her sister Jennifer Tisdale is also an actor .
Ashley_Tisdale	Her parents are Mike Tisdale and Lisa Tisdale .
Akilattirattu_Ammanai	The title is shortened as Akilam .
Akilattirattu_Ammanai	This is the largest Ammanai work .
Akilattirattu_Ammanai	According to the book , Hari Gopalan Citar wrote this book on the twenty-seventh day of the Tamil month of Karthikai ( November\/December ) in the year 1016 ME ( 1841 CE ) .
Akilattirattu_Ammanai	The author says that God woke him up during his sleep and ordered him to take the first words from what he said .
Akilattirattu_Ammanai	Akilathirattu was recorded on palm leaves .
Akilattirattu_Ammanai	Then in 1939 it was given printed form .
Akilattirattu_Ammanai	According to the author , the book is the story of God coming in this age , the Kali Yukam or Iron Age , to rule the world by transforming it into that of Dharma Yukam .
Akilattirattu_Ammanai	This story of faith has woven together the historical facts about Ayya Vaikundar and his activities , with mixing of episodes from the Hindu Puranas ( mythologies ) and Itihasas ( epics ) .
Akilattirattu_Ammanai	It is presented as if Vishnu is telling the whole story to his consort Lakshmi .
Akilattirattu_Ammanai	Though the Citar Hari Gopalan wrote the book Akilam , as per him , he did not know any thing about the contents of the book .
Akilattirattu_Ammanai	He woke up in the morning as usual and he did not know what he had written the day before .
Akilattirattu_Ammanai	As soon as Ayya Vaikundar attained Vaikundam , the tied-up palm leaf text , which was until then not opened .
Akilattirattu_Ammanai	It was there the regulations of Ayyavazhi contains .
Akilattirattu_Ammanai	As per the instructions found there in Akilam , Ayyavazhi was preached by the Citars far and wide .
Archivist	An archivist is a professional who collects , organizes , preserves , maintains control over , and provides access to information determined to have long-term value .
Archivist	The information maintained by an archivist can be any form of media ( photographs , video or sound recordings , letters , documents , electronic records , etc. ) .
Archivist	As Richard Pearce-Moses wrote , `` Archivists keep records that have enduring value as reliable memories of the past , and they help people find and understand the information they need in those records . ''
Archivist	Determining what records have enduring value is not always easy .
Archivist	Archivists must also select records valuable enough to justify the costs of storage and preservation , plus the labor intensive expenses of arrangement , description , and reference service .
Archivist	The theory and scholarly work underpinning archives practices is called archival science .
Aemilianus	Aemilianus ( Marcus Aemilius Aemilianus Augustus ) was an emperor of Rome in the 3rd century AD .
Aemilianus	He ruled for 3 months in 253AD .
Aemilianus	He was born in Tunisia in North Africa .
Aemilianus	He was a military commander and was sent to defend the Danube to defend it .
Aemilianus	After defeating the Goths ( a barbarian tribe ) in modern-day Bulgaria , his soldiers proclaimed him as an Emperor instead of Trebonianus Gallus , the emperor at the time .
Aemilianus	After defeating Gallus in battle at Interamna ( Northern Italy ) , he captured the capital city of the empire , Rome .
Aemilianus	When Valerianus , Governor of Roman Germany , arrived in Italy ) bringing troops to reenforce Gallus , Aemilianus ' troops killed him .
Aemilianus	They did not want a civil war and Valerian had a bigger army than Aemilianus .
Armed_Forces_of_the_Russian_Federation	The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union .
Armed_Forces_of_the_Russian_Federation	The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active .
Armed_Forces_of_the_Russian_Federation	Russia also makes its own weapons .
Armed_Forces_of_the_Russian_Federation	The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops .
Armed_Forces_of_the_Russian_Federation	The current Commander-In-Chief is President Dmitry Medvedev .
Armed_Forces_of_the_Russian_Federation	When the Soviet Union broke up , Russia was left with nothing .
Armed_Forces_of_the_Russian_Federation	The country 's president Boris Yeltsin , had to fix Russia and put in a military .
Armed_Forces_of_the_Russian_Federation	So , Yeltsin appointed himself the Russian minister of defense .
Armed_Forces_of_the_Russian_Federation	Eventually , CIS helped Russia get it 's defense into shape .
Armed_Forces_of_the_Russian_Federation	Then in 1993 , a doctrine was made to set up the official military .
Armed_Forces_of_the_Russian_Federation	As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation .
Armed_Forces_of_the_Russian_Federation	The term is usually a year .
Armed_Forces_of_the_Russian_Federation	Russians can join at the age of 18 to 27 years old .
Acherontia_atropos	Acherontia atropos is the most widely-known of the three species of Death 's - head Hawkmoth .
Acherontia_atropos	A. atropos has a wingspan of 10 to 13 cm ( 3.9 to 5.1 in ) .
Acherontia_atropos	The top wings are mainly dark brown or black .
Acherontia_atropos	They are powdered with white .
Acherontia_atropos	There are many black and dark red stripes .
Acherontia_atropos	There is a small white spot in the center of each top wing .
Acherontia_atropos	The bottom wing is yellow or yellow-brown .
Acherontia_atropos	There are two black lines near the edge of each wing .
Acherontia_atropos	The head and thorax are dark brown or black .
Acherontia_atropos	They are the same color as the top wings .
Acherontia_atropos	On the thorax , there is a dark brown spot that looks like a human skull .
Acherontia_atropos	This is where the moth gets its name .
Acherontia_atropos	However , some individuals do not have this spot .
Acherontia_atropos	The abdomen is blackish-blue .
Acherontia_atropos	There are is a row of yellow spots on each side of the abdomen .
Acherontia_atropos	It is found from northern Africa to the Middle East .
Acherontia_atropos	It can be found as far north as southern Great Britain .
Acherontia_atropos	It can also be found on the Canary Islands , Madeira , and the Azores .
Acherontia_atropos	A. atropos is seen from March to September in its normal range .
Acherontia_atropos	However , they will sometimes be seen as early as February and as late as October .
Acherontia_atropos	They have many broods ( a brood is a group of offspring ) each year .
Acherontia_atropos	A. atropos is able to make a loud cry if it is attacked by predators .
Acherontia_atropos	It can make this sound by pushing air out of its proboscis ( the proboscis is the moth 's mouth ) .
Acherontia_atropos	If this does not scare the predator away , it will quickly flash its abdomen , showing the yellow spots .
Acherontia_atropos	A. atropos is most active from evening to after midnight .
Acherontia_atropos	It is attracted to lights .
Acherontia_atropos	It will feed on the nectar of Potato , Tobacco , Sweet William , and Orange blossoms .
Acherontia_atropos	At night , A. atropos will raid beehives .
Acherontia_atropos	It will only attack Western honey bee beehives .
Acherontia_atropos	A. atropos is attacked at the entrance by guard bees .
Acherontia_atropos	However , A atropos is immune to the bees ' venom .
Acherontia_atropos	The moth also can mimic the bees ' scent .
Acherontia_atropos	A. atropos feeds on the honey .
Acherontia_atropos	It will break through the honeycombs with its sharp proboscis .
Acherontia_atropos	Female A. atropos will lay one egg per host plant ( the host plant is the plant that the caterpillar feeds on ) .
Acherontia_atropos	She will lay them on the underside of the leaves .
Acherontia_atropos	The egg is green or a gray-blue color .
Acherontia_atropos	It will turn to a yellowish color just before hatching .
Acherontia_atropos	The newly hatched caterpillar is yellow-green .
Acherontia_atropos	It has a very long , black horn on the end of the abdomen .
Acherontia_atropos	After it sheds its skin , it becomes more green .
Acherontia_atropos	It has yellow stripes on each side of the body .
Acherontia_atropos	There are many small white and yellow bumps on the body .
Acherontia_atropos	After it sheds its skin a second time , the yellow stripes have blue or purple edges on them .
Acherontia_atropos	The horn is yellow-green with the bottom part being black .
Acherontia_atropos	After it sheds its skin for a third time , the caterpillar becomes more yellow .
Acherontia_atropos	There is a row of black spots along each side of the body .
Acherontia_atropos	The blue or purple edges on the yellow stripes become thicker .
Acherontia_atropos	After it sheds its skin for the last time , it becomes even more yellow .
Acherontia_atropos	All of the colors are brighter .
Acherontia_atropos	There are no longer any bumps on the body .
Acherontia_atropos	The horn is now yellow .
Acherontia_atropos	It points downward .
Acherontia_atropos	The horn has many little bumps on it .
Acherontia_atropos	It will reach a length of about 13 cm ( 5.1 in ) .
Acherontia_atropos	Before it turns into a chrysalis , the caterpillar will begin to darken .
Acherontia_atropos	It will also cover itself with saliva .
Acherontia_atropos	This makes the caterpillar darken even faster .
Acherontia_atropos	Once this is done , it will look for a good place to pupate ( pupate means to turn into a pupa ) .
Acherontia_atropos	The caterpillars do not move very much .
Acherontia_atropos	They will only move to find fresh leaves .
Acherontia_atropos	If a caterpillar is attacked , it will make sounds with its mandibles .
Acherontia_atropos	They will also bite very hard if attacked .
Acherontia_atropos	The caterpillar will pupate 15 to 40 cm ( 5.9 to 15.7 in ) deep in the ground .
Acherontia_atropos	The chrysalis is a shiny brown .
Acherontia_atropos	It is 7.5 to 8 cm ( 2.9 to 3.1 in ) long .
Acherontia_atropos	If attacked , the chrysalis can move .
Acherontia_atropos	The chrysalis hibernates .
Acherontia_atropos	However , A. atropos will sometimes hibernate as a caterpillar .
Acherontia_atropos	A. atropos does not live through the winter in Europe .
A_major	A major ( or the key of A ) is a major scale with a base note of A. Its key signature has three sharps .
A_major	Its relative minor is F-sharp minor .
A_major	The key of A-major is the only key where a Neapolitan sixth chord on needs both a flat and a natural accidental .
A_major	There are not as many symphonies in A major as in D major or G major , but more than other sharp keys .
A_major	Beethoven 's Symphony No. 7 , Bruckner 's Symphony No. 6 and Mendelssohn 's Symphony No. 4 are almost all the symphonies in this key in the Romantic era .
A_major	Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major .
A_major	Mozart used clarinets in A major often .
A_major	In chamber music , A major is used a lot .
A_major	Johannes Brahms , César Franck , and Gabriel Fauré wrote violin sonatas in A major .
A_major	Peter Cropper said that A major `` is the fullest sounding key for the violin . ''
A_major	, when he was talking about Beethoven 's Kreutzer Sonata .
A_major	According to Christian Friedrich Daniel Schubart , A major is a key that is good for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''
A_major	When music for orchestra is in A major , the timpani are normally set to A and E a fifth apart .
A_major	In most other keys , they are set a fourth apart .
All_For_Latvia!	All For Latvia !
All_For_Latvia!	( Latvian : Visu Latvijai ! )
All_For_Latvia!	is a national conservative political party in Latvia .
All_For_Latvia!	started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .
All_For_Latvia!	It won 1.48 % of vote and no seats in the parliament .
All_For_Latvia!	Its leaders are Raivis Dzintars and Imants Parādnieks .
All_For_Latvia!	supports making Latvian citizenship laws more restrictive for non-citizens .
All_For_Latvia!	The party is opposed to European federalism .
American_basketball_at_the_Olympics	= = 1992 Men 's Basketball Team ( Barcelona ) - The Dream Team = = In 1989 , FIBA , international basketball 's governing body , allowed professional NBA players to participate in the Olympics for the first time .
American_basketball_at_the_Olympics	Before the 1992 Summer Olympics , only European and South American professionals were allowed to play in the Olympics .
American_basketball_at_the_Olympics	1992 roster .
American_basketball_at_the_Olympics	Charles Barkley of the Phoenix Suns .
American_basketball_at_the_Olympics	Larry Bird of the Boston Celtics .
American_basketball_at_the_Olympics	Clyde Drexler of the Portland Trail Blazers .
American_basketball_at_the_Olympics	Patrick Ewing of the New York Knicks .
American_basketball_at_the_Olympics	Earvin `` Magic '' Johnson of the Los Angeles Lakers and the 1995-96 season ) Michael Jordan of the Chicago Bulls .
American_basketball_at_the_Olympics	Christian Laettner of Duke University .
American_basketball_at_the_Olympics	Karl Malone of the Utah Jazz .
American_basketball_at_the_Olympics	Chris Mullin of the Golden State Warriors .
American_basketball_at_the_Olympics	Scottie Pippen of the Chicago Bulls .
American_basketball_at_the_Olympics	David Robinson of the San Antonio Spurs .
American_basketball_at_the_Olympics	John Stockton of the Utah Jazz .
American_basketball_at_the_Olympics	Coach : Chuck Daly of the Detroit Pistons .
American_basketball_at_the_Olympics	Assistant Coach : Mike Krzyzewski .
American_basketball_at_the_Olympics	Assistant Coach : Lenny Wilkens .
American_basketball_at_the_Olympics	Assistant Coach : P.J. Carlesimo .
American_basketball_at_the_Olympics	The official 12-man roster :
Alcina	Alcina is an opera seria by George Frideric Handel .
Alcina	The libretto was written by Riccardo Broschi .
Alcina	It was based on an episode in Ludovico Ariosto 's Orlando furioso , an epic poem set in the time of Charlemagne 's wars against Islam .
Alcina	Handel composed several little ballets in the opera for the famous dancer Marie Sallé .
Alcina	Alcina was first performed on 16 April 1735 at Covent Garden in London .
Alcina	It was revived in Germany in 1738 .
Alcina	It was not performed again until 1928 .
Alcina	Joan Sutherland sang the role for her debut in Venice in 1960 .
Alcina	She sang it again the same year in Dallas .
Alcina	She sang it at the Royal Opera House , Covent Garden , in 1962 .
Alcina	Renée Fleming sang the role in Chicago in 1999 .
Alcina	Alcina is a sorceress .
Alcina	She changes people into stones , trees , and animals .
Alcina	Bradamente lands on Alcina 's island looking for her fiancé Ruggiero .
Alcina	He has been enchanted by Alcina .
Alcina	He is in love with her .
Alcina	Bradamente has a magic ring that allows her to break spells .
Alcina	She intends to use it to free Alcina 's victims .
Alcina	She lets Ruggiero wear it .
Alcina	He sees at once that Alcina is a cruel enchantress and that her island is a desert .
Alcina	Alcina is truly in love with Ruggiero .
Alcina	Her magic powers slip away .
Alcina	Bradamente and Ruggiero destroy an urn that is the source of Alcina 's power .
Alcina	Alcina 's world disappears .
Alcina	Her victims become humans again .
Accession_of_Romania_to_the_European_Union	The Accession of Romania to the European Union happened on January 1 , 2007 .
Accession_of_Romania_to_the_European_Union	The Treaty of Accession was signed on April 25 , 2005 at Luxembourg , Neumünster Abbey .
Accession_of_Romania_to_the_European_Union	Romania was the first country of Central and Eastern Europe to officially join the European Union .
Accession_of_Romania_to_the_European_Union	Since 1989 , Romania has wanted to be a part of the European Union ( EU ) .
Accession_of_Romania_to_the_European_Union	and put itself forward to become a member in 1995 .
Accession_of_Romania_to_the_European_Union	During the 2000s , Romania made changes to the country , such as making her democratic system , human rights acts , freedom of speech acts , economy and law better .
Agathis	Agathis is a genus of evergreen , coniferous trees , the kauri .
Agathis	They grow mainly in the southern hemisphere , including southeast Asia , areas of the western Pacific , and Australasia .
Agathis	Agathis is a relatively small genus , with only 21 known species .
Agathis	As a conifer , it produces pine cones .
Agathis	Mature Agathis can become quite large , reaching 130 feet ( about 40 m ) in height and 10 feet ( about 3 m ) in diameter .
Agathis	The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the southern hemisphere .
Agathis	Mature kauri trees have large trunks , forming a bole with little or no branching below the crown .
Agathis	In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they mature .
Agathis	In the logging industry it is generally referred to as commercial grade mahogany .
Agathis	Timber from the Agathis has several uses , including cabinet making , boat building , musical instruments , and in years past , artificial limbs .
Agathis	It also produces a wide variety of resins .
Australia_national_football_team	Australia national football team is the national football team of Australia .
Australia_national_football_team	Its official nickname is `` the Socceroos '' .
Australia_national_football_team	The team is under the control of the Football Federation Australia ( FFA ) , which is a member of the Asian Football Confederation .
Australia_national_football_team	It has also been invited to join the ASEAN Football Federation .
Australia_national_football_team	Australia 's Youth teams play in the ASEAN Youth Tournaments .
Australia_national_football_team	Australia has been the Oceania Football Confederation champion four times , and has been at three World Cup finals tournaments , in 1974 , 2006 and 2010 .
Australia_national_football_team	FIFA Rankings show the Australian National Football team is one of the strongest countries in Asia , and is currently ranked 20th in the world by FIFA .
Australia_national_football_team	Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .
Australia_national_football_team	Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .
Australia_national_football_team	Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .
Australia_national_football_team	The Socceroos 2010 World Cup Squad , coached by Pim Verbeek , includes the following players : James Holland .
Australia_national_football_team	David Carney .
Australia_national_football_team	Shane Lowry .
Australia_national_football_team	Rhys Williams .
Australia_national_football_team	Michael Beauchamp .
Australia_national_football_team	Josh Kennedy .
Australia_national_football_team	Mile Jedinak .
Australia_national_football_team	Dario Vidosic .
Australia_national_football_team	Nikita Rukavytsya .
Australia_national_football_team	Richard Garcia .
Australia_national_football_team	Brett Holman .
Australia_national_football_team	Carl Valeri .
Australia_national_football_team	Brett Emerton .
Australia_national_football_team	Brad Jones .
Australia_national_football_team	Mark Schwarzer .
Australia_national_football_team	Adam Federici .
Australia_national_football_team	Eugene Galekovic .
Australia_national_football_team	Mark Milligan .
Australia_national_football_team	Jade North .
Australia_national_football_team	Luke Wilkshire .
Australia_national_football_team	Nick Carle .
Australia_national_football_team	Jason Culina .
Australia_national_football_team	Mark Bresciano .
Australia_national_football_team	Vince Grella .
Australia_national_football_team	Tim Cahill .
Australia_national_football_team	Lucas Neill .
Australia_national_football_team	Harry Kewell .
Australia_national_football_team	Craig Moore .
Australia_national_football_team	Scott Chipperfield .
Australia_national_football_team	Scott McDonald .
Australia_national_football_team	Tim Oar .
Andrew_Huxley	Sir Andrew Fielding Huxley OM FRS ( 22 November 1917 - 30 May 2012 ) was an English physiologist and biophysicist .
Andrew_Huxley	Huxley was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce .
Andrew_Huxley	He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley .
Andrew_Huxley	He studied Natural Sciences at Trinity College , Cambridge .
Andrew_Huxley	Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .
Andrew_Huxley	These are the electrical impulses that make nerve fibers work , and so the whole central nervous system .
Andrew_Huxley	Hodgkin and Huxley shared the prize that year with Sir John Eccles , who was cited for research on nerve synapses .
Andrew_Huxley	Hodgkin and Huxley 's findings led the pair to suggest the existence of ion channels , which were found only decades later .
Andrew_Huxley	Huxley was elected a Fellow of the Royal Society on 17 March 1955 .
Andrew_Huxley	He was President of the Royal Society from 1980 to 1985 , and Master of Trinity from 1984-1990 .
Andrew_Huxley	He was knighted by Queen Elizabeth II on 12 November 1974 , and appointed to the Order of Merit on 11 November 1983 .
Alphonse_Mucha	Alphonse Mucha , ( 24 July 1860 - 14 July 1939 ) , was a Czech Art Nouveau painter and decorative artist , best known for his distinct style and his images of women .
Alphonse_Mucha	He produced many paintings , illustrations , advertisements , and designs .
Alphonse_Mucha	Mucha moved to Paris in 1887 , continued his studies , and worked at producing magazine and advertising illustrations .
Alphonse_Mucha	Around Christmas 1894 , Mucha happened to drop into a print shop where there was a sudden and unexpected need for a new advertising poster for a play starring Sarah Bernhardt , the most famous actress in Paris .
Alphonse_Mucha	Mucha volunteered to produce a lithographed poster within two weeks , and on 1 January 1895 , the advertisement for the play Gismonda by Victorien Sardou appeared on the streets of the city .
Alphonse_Mucha	It was an overnight sensation and announced the new artistic style and its creator to the citizens of Paris .
Alphonse_Mucha	Bernhardt was so satisfied with the success of this first poster that she entered into a 6 year contract with Mucha .
Alphonse_Mucha	Mucha produced a flurry of paintings , posters , advertisements , and book illustrations , as well as designs for jewellery , carpets , wallpaper , and theater sets in what was initially called the Mucha Style but became known as Art Nouveau ( French for ` new art ' ) .
Alphonse_Mucha	Mucha 's works frequently featured beautiful , strong young women in flowing vaguely Neoclassical looking robes , often surrounded by lush flowers which sometimes formed halos behind the women 's heads .
Alphonse_Mucha	In contrast with contemporary poster makers he used pale pastel colors .
Alphonse_Mucha	The 1900 Paris Exhibition spread the `` Mucha style '' abroad , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''
Alphonse_Mucha	He decorated the Bosnia and Herzegovina Pavilion and collaborated in the Austrian Pavilion .
Alphonse_Mucha	Mucha 's Art Nouveau style was often imitated .
Alphonse_Mucha	The Art Nouveau style however , was one that Mucha attempted to distance himself from .
Alphonse_Mucha	He always insisted that his paintings came purely from within and from Czech art .
Alphonse_Mucha	He declared that art existed only to communicate a spiritual message , and nothing more .
Alphonse_Mucha	He was frustrated at the fame he gained through commercial art , when he most wanted to concentrate on more lofty projects that would ennoble art and his birthplace .
